Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/2/2001,MILITARY,Louisiana,Approach,Small,Barn swallow,Night,0,0,0,
LAMBERT-ST LOUIS INTL,A-319,None,5/3/2001,AMERICA WEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,DC-9,None,5/3/2001,NORTHWEST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,230
BALTIMORE WASH INTL,B-737-700,None,5/3/2001,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,170
PORT COLUMBUS INTL,MD-80,None,5/4/2001,US AIRWAYS*,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,B-737-700,None,5/4/2001,SOUTHWEST AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130
CHARLESTON AFB/INTL ARPT,C-17A,None,5/5/2001,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,5/5/2001,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130
GREATER PITTSBURGH,A-319,None,5/5/2001,US AIRWAYS*,Pennsylvania,Climb,Small,Rock pigeon,Dawn,0,0,0,130
NASHVILLE INTL,B-737-200,None,5/6/2001,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,5/7/2001,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180
PORT COLUMBUS INTL,MD-80,None,5/7/2001,AMERICAN AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,5/8/2001,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727,None,5/8/2001,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-737-300,None,5/8/2001,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,220
MEMPHIS INTL,DC-10-10,None,5/8/2001,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/8/2001,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/8/2001,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,DC-9-30,None,5/8/2001,TRANS WORLD AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
PHOENIX SKY HARBOR,B-737-300,None,5/8/2001,AMERICA WEST AIRLINES,Arizona,Parked,Small,Unknown bird - small,Dusk,0,0,0,0
JOHN F KENNEDY INTL,B-767-300,None,5/9/2001,AMERICAN AIRLINES,New York,Take-off run,Small,European starling,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,EMB-145,None,5/9/2001,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-17A,None,5/10/2001,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,Substantial,5/11/2001,ATLANTIC COAST AIRLINES,DC,Climb,Large,Canada goose,Day,0,0,0,140
METRO OAKLAND INTL,B-737-400,None,5/11/2001,SOUTHWEST AIRLINES,California,Take-off run,Medium,Mallard,Day,0,0,0,
INDIANAPOLIS INTL,A-320,None,5/11/2001,UNITED AIRLINES,Indiana,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,EMB-135,None,5/12/2001,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140
KANSAS CITY INTL,B-727,None,5/12/2001,FEDEX EXPRESS,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,180
GEORGE BUSH INTERCONTINENTAL,DC-10,None,5/12/2001,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,280
HOUSTON-HOBBY,HAWKER-SDLY HS125,None,5/13/2001,BUSINESS,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
LAGUARDIA NY,B-737-400,None,5/13/2001,US AIRWAYS*,New York,Climb,Small,Unknown bird - small,Dawn,0,0,0,170
PORTLAND INTL (OR),HC-130P,None,5/14/2001,MILITARY,Oregon,Approach,Large,Unknown bird - large,Day,0,0,0,120
NEW ORLEANS INTL,B-737-300,None,5/14/2001,US AIRWAYS*,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,144
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,5/14/2001,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
PHILADELPHIA INTL,DHC8 DASH 8,None,5/15/2001,PIEDMONT AIRLINES,Pennsylvania,Landing Roll,Large,Canada goose,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/15/2001,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,164
GEORGE BUSH INTERCONTINENTAL,DC-8-61,None,5/15/2001,ABX AIR,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-737-700,None,5/16/2001,SOUTHWEST AIRLINES,Maryland,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
GEORGE BUSH INTERCONTINENTAL,MD-80,None,5/16/2001,CONTINENTAL AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-145,None,5/16/2001,CHAUTAUQUA AIRLINES,Kentucky,Landing Roll,Small,American robin,Dusk,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-767-400,None,5/16/2001,DELTA AIR LINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,
PHOENIX SKY HARBOR,A-319,None,5/17/2001,US AIRWAYS*,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,120
NEW ORLEANS INTL,DC-9-40,None,5/17/2001,ABX AIR,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,130
NEWARK LIBERTY INTL ARPT,MD-82,None,5/17/2001,AMERICAN AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
CHICAGO O'HARE INTL ARPT,FOKKER F28 MK 1000,None,5/17/2001,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,160
WILL ROGERS WORLD ARPT,B-737-200,None,5/17/2001,SOUTHWEST AIRLINES,Oklahoma,Climb,Small,Unknown bird - small,Day,0,0,0,190
MEMPHIS INTL,B-727,None,5/17/2001,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,
MEMPHIS INTL,B-727-200,None,5/17/2001,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,5/17/2001,PIEDMONT AIRLINES,North Carolina,Descent,Small,Unknown bird - small,Night,0,0,0,220
NEWARK LIBERTY INTL ARPT,MD-11,None,5/17/2001,FEDEX EXPRESS,New Jersey,Descent,Small,Unknown bird - small,Night,0,0,0,250
LAMBERT-ST LOUIS INTL,B-717-200,None,5/18/2001,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,5/19/2001,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,A-319,None,5/20/2001,AIR CANADA,Colorado,Climb,Medium,Unknown bird - medium,Night,0,0,0,
PORT COLUMBUS INTL,MD-88,None,5/20/2001,DELTA AIR LINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,
LOS ANGELES INTL,SAAB-340,Minor,5/21/2001,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,128
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,5/21/2001,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-737,None,5/21/2001,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,5/22/2001,MESA AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,150
LIHUE ARPT,DC-9-50,None,5/22/2001,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,150
ATLANTA INTL,B-727-200,None,5/22/2001,DELTA AIR LINES,Georgia,Take-off run,Small,Unknown bird - small,Day,0,0,0,131
CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,5/22/2001,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,5/23/2001,AMERICAN AIRLINES,Texas,Climb,Large,Unknown bird - large,Night,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,5/23/2001,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,163
KANSAS CITY INTL,B-737-300,None,5/23/2001,AMERICA WEST AIRLINES,Missouri,Landing Roll,Small,Barn swallow,Day,0,0,0,150
DENVER INTL AIRPORT,A-319,None,5/23/2001,AMERICA WEST AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,115
LOS ANGELES INTL,SAAB-340,None,5/24/2001,AMERICAN EAGLE AIRLINES,California,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,130
NEWARK LIBERTY INTL ARPT,B-727,None,5/24/2001,FEDEX EXPRESS,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,None,5/24/2001,MESABA AIRLINES,Michigan,Approach,Small,Unknown bird - small,Dawn,0,0,0,160
NEW ORLEANS INTL,B-737-300,None,5/24/2001,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140
WILL ROGERS WORLD ARPT,B-727,None,5/25/2001,DELTA AIR LINES,Oklahoma,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
KANSAS CITY INTL,B-737-300,None,5/26/2001,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Meadowlarks,Day,0,0,0,100
LAGUARDIA NY,B-737-800,None,5/27/2001,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,190
CHICAGO MIDWAY INTL ARPT,B-737-300,None,5/28/2001,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,130
PORT COLUMBUS INTL,HAWKER 1000,None,5/28/2001,EXECUTIVE JET AVIATION,Ohio,Approach,Small,Eastern meadowlark,Day,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-200,None,5/28/2001,SOUTHWEST AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,5/28/2001,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,110
LOGAN INTL,FOKKER F100,None,5/29/2001,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,A-320,Medium,5/30/2001,NORTHWEST AIRLINES,Minnesota,Approach,Large,Canada goose,Dawn,0,0,0,
DENVER INTL AIRPORT,MD-80,None,5/30/2001,CONTINENTAL AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Night,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-200,None,5/30/2001,US AIRWAYS*,Florida,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,
DENVER INTL AIRPORT,B-757-200,Substantial,5/31/2001,UNITED AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-727,None,5/31/2001,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,135
SACRAMENTO INTL,B-737,None,5/31/2001,ALASKA AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140
PHOENIX SKY HARBOR,B-737-300,None,5/31/2001,AMERICA WEST AIRLINES,Arizona,Landing Roll,Small,European starling,Day,0,0,0,140
WILL ROGERS WORLD ARPT,C-130H,None,5/31/2001,MILITARY,Oklahoma,Landing Roll,Small,American kestrel,Day,0,0,0,135
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,6/1/2001,AIR CANADA,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140
LOUISVILLE INTL ARPT,B-737-300,None,6/1/2001,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
PHOENIX SKY HARBOR,A-320,None,6/1/2001,AMERICA WEST AIRLINES,Arizona,Climb,Small,Unknown bird - small,Day,0,0,0,210
RONALD REAGAN WASHINGTON NATL,MD-80,None,6/2/2001,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,6/3/2001,US AIRWAYS*,North Carolina,Approach,Medium,Red-tailed hawk,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,6/3/2001,US AIRWAYS*,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,CL-RJ100/200,None,6/3/2001,SKYWEST AIRLINES,Utah,Climb,Medium,American crow,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,6/3/2001,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,6/3/2001,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,170
SALT LAKE CITY INTL,MD-90-30,None,6/4/2001,DELTA AIR LINES,Utah,Landing Roll,Small,American kestrel,Day,0,0,0,
PORTLAND INTL (OR),MD-80,None,6/5/2001,TRANS WORLD AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,A-320,None,6/5/2001,AMERICA WEST AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,6/6/2001,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,145
SALT LAKE CITY INTL,B-737-500,Minor,6/6/2001,UNITED AIRLINES,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,A-319,None,6/6/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,110
DENVER INTL AIRPORT,MD-83,None,6/6/2001,AMERICAN AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
PORTLAND INTL (OR),B-757-200,None,6/6/2001,NORTHWEST AIRLINES,Oregon,Landing Roll,Small,Chimney swift,Dusk,0,0,0,
KANSAS CITY INTL,A-300,None,6/6/2001,FEDEX EXPRESS,Missouri,Descent,Small,Unknown bird - small,Night,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,6/7/2001,NORTHWEST AIRLINES,Michigan,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,A-300,Substantial,6/8/2001,UPS AIRLINES,New Jersey,Approach,Large,Canada goose,Dawn,0,3644483,3644483,136
WASHINGTON DULLES INTL ARPT,MD-82,None,6/8/2001,AMERICAN AIRLINES,DC,Take-off run,Small,Unknown bird - small,Day,0,0,0,110
LAGUARDIA NY,A-320,None,6/8/2001,US AIRWAYS*,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,
SALT LAKE CITY INTL,B-737-300,None,6/10/2001,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
LOUISVILLE INTL ARPT,B-727,None,6/10/2001,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,100
SALT LAKE CITY INTL,A-320,None,6/10/2001,JETBLUE AIRWAYS,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,
LAGUARDIA NY,A-319,None,6/11/2001,US AIRWAYS*,New York,Approach,Medium,Mallard,Day,0,0,0,140
AUSTIN-BERGSTROM INTL,B-737-300,None,6/11/2001,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-737-300,None,6/11/2001,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
CHARLESTON AFB/INTL ARPT,C-17A,None,6/12/2001,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,125
WILL ROGERS WORLD ARPT,E-3C,None,6/12/2001,MILITARY,Oklahoma,Climb,Medium,Unknown bird or bat,Dusk,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,C,6/12/2001,MILITARY,South Carolina,Climb,Small,Cattle egret,Day,0,29156,29156,125
RONALD REAGAN WASHINGTON NATL,FOKKER F100,None,6/12/2001,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,210
NASHVILLE INTL,B-717-200,None,6/13/2001,TRANS WORLD AIRLINES,Tennessee,Approach,Large,Turkey vulture,Day,0,0,0,210
PORTLAND INTL (OR),DHC8 DASH 8,None,6/13/2001,HORIZON AIR,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,
DENVER INTL AIRPORT,BE-1900,None,6/13/2001,GREAT LAKES AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,B-737-200,Medium,6/13/2001,US AIRWAYS*,Florida,Take-off run,Small,Mourning dove,Day,0,19524,19524,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,BA-146,None,6/13/2001,MESABA AIRLINES,Kentucky,Landing Roll,Small,European starling,Day,0,0,0,80
LAGUARDIA NY,DORNIER 328,None,6/14/2001,ATLANTIC COAST AIRLINES,New York,Take-off run,Large,Canada goose,Day,0,0,0,70
DETROIT METRO WAYNE COUNTY ARPT,CL-RJ100/200,None,6/14/2001,ATLANTIC COAST AIRLINES,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,110
NEWARK LIBERTY INTL ARPT,B-737-800,None,6/14/2001,CONTINENTAL AIRLINES,New Jersey,Landing Roll,Small,Mourning dove,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,6/14/2001,MILITARY,South Carolina,Take-off run,Small,Cattle egret,Day,0,4165,4165,120
HOUSTON-HOBBY,B-737-300,None,6/16/2001,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
METRO OAKLAND INTL,DC-10,None,6/16/2001,FEDEX EXPRESS,California,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MINETA SAN JOSE INTL,A-320,None,6/16/2001,AMERICA WEST AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,6/17/2001,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
LOS ANGELES INTL,B-767-200,None,6/19/2001,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,DC-8-63,None,6/19/2001,ABX AIR,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,6/20/2001,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,145
SAN ANTONIO INTL,MD-82,None,6/20/2001,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110
AUSTIN-BERGSTROM INTL,MD-82,None,6/20/2001,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180
HOUSTON-HOBBY,IAI-1124,None,6/21/2001,BUSINESS,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
DENVER INTL AIRPORT,B-727,None,6/22/2001,NORTHWEST AIRLINES,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,6/22/2001,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,
NASHVILLE INTL,B-737-300,None,6/22/2001,SOUTHWEST AIRLINES,Tennessee,Take-off run,Medium,American crow,Day,0,0,0,115
JOHN F KENNEDY INTL,A-300,None,6/22/2001,AMERICAN AIRLINES,New York,Take-off run,Small,Laughing gull,Day,0,0,0,
PHOENIX SKY HARBOR,B-737-300,None,6/22/2001,AMERICA WEST AIRLINES,Arizona,Take-off run,Small,Unknown bird - small,Dusk,260,0,260,140
PORT COLUMBUS INTL,DC-9-30,None,6/23/2001,NORTHWEST AIRLINES,Ohio,Landing Roll,Small,Mourning dove,Day,0,0,0,120
SAN ANTONIO INTL,B-757-200,None,6/24/2001,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,MD-80,None,6/24/2001,CONTINENTAL AIRLINES,Utah,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,EMB-145,None,6/24/2001,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Climb,Small,American robin,Day,0,0,0,80
CHICAGO O'HARE INTL ARPT,B-737-800,None,6/24/2001,AMERICAN AIRLINES,Illinois,Descent,Small,Unknown bird - small,Day,0,0,0,280
LOUISVILLE INTL ARPT,EMB-145,None,6/24/2001,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Take-off run,Small,Killdeer,Day,0,0,0,130
RONALD REAGAN WASHINGTON NATL,B-737-300,Minor,6/25/2001,US AIRWAYS*,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,DC-9-50,None,6/25/2001,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,A-319,None,6/25/2001,US AIRWAYS*,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,180
SALT LAKE CITY INTL,EMB-120,None,6/25/2001,SKYWEST AIRLINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,130
PORTLAND INTL (OR),B-757-200,Minor,6/26/2001,DELTA AIR LINES,Oregon,Landing Roll,Medium,Unknown bird - medium,Day,0,1302,1302,
DENVER INTL AIRPORT,B-737-300,None,6/26/2001,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
NEW ORLEANS INTL,DC-9-40,None,6/26/2001,ABX AIR,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,BE-200 KING,None,6/26/2001,PRIVATELY OWNED,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,105
LOS ANGELES INTL,B-757-200,None,6/26/2001,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
JOHN F KENNEDY INTL,B-737,None,6/27/2001,CONTINENTAL AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,0,0,
MINNEAPOLIS-ST PAUL INTL,DC-9-30,Minor,6/27/2001,ABX AIR,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,
DENVER INTL AIRPORT,DC-9-40,None,6/28/2001,ABX AIR,Colorado,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
GREATER PITTSBURGH,A-319,None,6/28/2001,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,155
LAMBERT-ST LOUIS INTL,MD-80,None,6/28/2001,TRANS WORLD AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,6/28/2001,MILITARY,Louisiana,Take-off run,Small,Barn swallow,Dusk,0,0,0,90
INDIANAPOLIS INTL,DC-10-10,None,6/28/2001,FEDEX EXPRESS,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,
CHICAGO MIDWAY INTL ARPT,B-737-300,None,6/29/2001,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,220
DENVER INTL AIRPORT,B-757-200,None,6/29/2001,AMERICAN AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,BE-1900,None,6/29/2001,GREAT LAKES AIRLINES,Colorado,Approach,Small,Mourning dove,Day,0,0,0,108
PORTLAND INTL (OR),B-737,None,6/30/2001,SOUTHWEST AIRLINES,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
AUSTIN-BERGSTROM INTL,MD-90-30,None,7/1/2001,DELTA AIR LINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-88,None,7/1/2001,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,180
CHARLESTON AFB/INTL ARPT,C-17A,None,7/2/2001,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,140
WILL ROGERS WORLD ARPT,E-3C,None,7/2/2001,MILITARY,Oklahoma,Climb,Medium,Unknown bird or bat,Night,0,0,0,
METRO OAKLAND INTL,GULFAERO IV,None,7/2/2001,BUSINESS,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
JOHN F KENNEDY INTL,MD-11,None,7/3/2001,DELTA AIR LINES,New York,Take-off run,Small,Laughing gull,Dusk,0,0,0,
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,7/4/2001,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,200
SACRAMENTO INTL,MD-80,None,7/4/2001,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,150
CHICAGO MIDWAY INTL ARPT,C-560,None,7/5/2001,EXECUTIVE JET AVIATION,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,105
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,7/5/2001,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-83,None,7/5/2001,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,140
PORTLAND INTL (OR),DHC8 DASH 8,None,7/5/2001,HORIZON AIR,Oregon,Landing Roll,Small,Cliff swallow,Day,0,0,0,
LOS ANGELES INTL,B-757-200,None,7/5/2001,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,130
SACRAMENTO INTL,B-737-300,None,7/6/2001,UNITED AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
